ID_IDEFISC;NOMBRE;ID_FCH_DATOS;FECHA_NACIMIENTO;Sector;CNAE;NOM_GRUP;FECHA_HATS;ALERTA_HATS;CONCURSAL;RECIENTE_CREACION;SEGMENTO_GESTION;SUBSEGMENTO_GESTION;DE_CORTA_TERRITORIAL_GEST;NOMBRE_REGIONAL_GEST;NOMBRE_CENTRO_GEST;OFICINA
A28976769;INCOFI-78 S.A.;2016-08-31;1984-10-22;SERVICIOS A EMPRESAS;Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Minorista;Minorista EM_PF;T.CENTRO;DIRECCION REGIONAL MADRID NORTE;(CARTERA) DO   - DO  -DIRECTOR OFICINA;309
A28982163;CLAVE 2, S. A.;2016-08-31;1984-11-06;SERVICIOS A EMPRESAS;Agencias de publicidad;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID NORTE;MADRID, COSTA RICA;1536
A29135456;JUEGOS COSTASOL MONTECARLO S.A.;2016-08-31;1985-01-11;TURISMO, HOSTELERÍA Y OCIO;Actividades de juegos de azar y apuestas;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID CENTRO;MADRID, GRAN VIA, 47;7110
A29279072;INMOBILIARIA GALLARDO S.A;2016-08-31;1989-05-19;INVERSIONES INMOBILIARIAS;Agentes de la propiedad inmobiliaria;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL MALAGA ESTE;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;240
A30011522;UNIVERSAL DE EXTINTORES SA;2016-08-31;1967-10-24;METALURGIA;Otras industrias manufactureras n.c.o.p.;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL EMPRESAS ESTE;MURCIA - BANCA EMPRESAS;441
A30104665;HERMANOS MARIN NAVARRO, S A;2016-08-31;1986-04-22;TURISMO, HOSTELERÍA Y OCIO;Otras actividades recreativas y de entretenimiento;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL MURCIA OESTE;(CARTERA) DO9  - DO9 -DIRECTOR OFICINA (SAC);1043
A30151971;ROVIMAT S.A.;2016-08-31;1988-07-01;CONSTRUCCIÓN;Fabricación de otra grifería y válvulas;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL MURCIA OESTE;CABEZO DE TORRES;1124
A30161210;EQUIPO COMERCIAL S.A.;2016-08-31;1988-11-23;TEXTIL Y CALZADO;Confección de otras prendas de vestir y accesorios;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL EMPRESAS ESTE;MURCIA - BANCA EMPRESAS;5089
A30376198;BEBIDAS COSTA CALIDA S.A.;2016-08-31;1993-07-19;ALIMENTACIÓN Y BEBIDAS;Comercio al por mayor de bebidas;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL EMPRESAS ESTE;MURCIA - BANCA EMPRESAS;1222
A30580245;COVENSA IMPORT, S.A.;2016-08-31;1998-02-11;ALIMENTACIÓN Y BEBIDAS;Comercio al por mayor de productos lácteos, huevos, aceites y grasas comestibles;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL MURCIA CENTRO;MURCIA, PLAZA CIRCULAR;210
A31007107;DYNAMOBEL, S.A.;2016-08-31;1974-05-22;CONSTRUCCIÓN;Fabricación de muebles de oficina y de establecimientos comerciales;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL EMPRESAS NORTE;PAMPLONA-(BE);5193
A31066293;PEDRO GARMENDIA SA;2016-08-31;1976-06-10;AUTOMOCIÓN;Mantenimiento y reparación de vehículos de motor;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL NAVARRA Y LA RIOJA;ELIZONDO;4317
A31096308;WENLAND, S.A.;2016-08-31;1981-01-24;TRANSPORTE;Transporte de mercancías por carretera;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;VILADECANS O.P.;7
A31178247;MADERAS GAMIZ ZUÑIGA SA;2016-08-31;1986-06-21;CONSTRUCCIÓN;Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL VIZCAYA OESTE, ALAVA Y CANTABRI;VITORIA-GASTEIZ OP;5565
A32399099;INNOVACIONES TECNOLOGICAS E INVESTIGACION EN I MAS D SA;2016-08-31;2009-09-16;SERVICIOS A EMPRESAS;Otra investigación y desarrollo experimental en ciencias naturales y técnicas;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID NORTE;(CARTERA) DO   - DO  -DIRECTOR OFICINA;144
A33021924;PERFILES LLANEZA S. A.;2016-08-31;1977-04-15;METALURGIA;Fabricación de estructuras metálicas y sus componentes;Sin Grupo de Riesgo;2016-08-30;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.NOROESTE;DIRECCION REGIONAL EMPRESAS NOROESTE;OVIEDO - BANCA EMPRESAS;5770
A33029976;NORVIL,S.A.;2016-08-31;1993-01-05;TEXTIL Y CALZADO;Confección de ropa de trabajo;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.NOROESTE;DIRECCION REGIONAL GIJON;GIJON, OP;5155
A33043613;DISTRIBUCIONES MAPA S.A.;2016-08-31;1982-12-09;ALIMENTACIÓN Y BEBIDAS;Comercio al por mayor de azúcar, chocolate y confitería;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;FUERA MODELO;ZONA FUERA MODELO;CENTRO GESTOR FUERA MODELO;5051
A35004282;HOTEL LOS FARIONES, S A;2016-08-31;1983-11-24;TURISMO, HOSTELERÍA Y OCIO;Hoteles y alojamientos similares;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL CANARIAS;COSTA TEGUISE;539
A35068907;PUERTO CALERO S.A.;2016-08-31;1983-09-14;TURISMO, HOSTELERÍA Y OCIO;Hoteles y alojamientos similares;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL CANARIAS;LAS PALMAS DE GRAN CANARIA;284
A35069764;MAHERMA, S.A.;2016-08-31;1983-09-29;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL CANARIAS;LAS PALMAS DE GRAN CANARIA;284
A35133776;PESBAN, S.A.;2016-08-31;1989-09-20;ALIMENTACIÓN Y BEBIDAS;Comercio al por mayor de pescados, mariscos y otros productos alimenticios;Sin Grupo de Riesgo;2016-08-30;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL EMPRESAS SUR;LAS PALMAS DE GRAN CANARIA-(BE);5201
A36029825;PRODUCTORA FARO SA;2016-08-31;1985-10-07;TELECOMUNICACIONES;Actividades de producción de programas de televisión;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.NOROESTE;DIRECCION REGIONAL GALICIA SUR;O PORRIÑO;492
A36628386;MUEBLES SAMUEL S.A.;2016-08-31;1983-12-29;CONSTRUCCIÓN;Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en esta;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.NOROESTE;DIRECCION REGIONAL GALICIA SUR;VIGO O.P.;388
A37034428;ALMACENES ARMUÑA S.A;2016-08-31;1982-01-01;CONSTRUCCIÓN;Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL CASTILLA;(CARTERA) APON - APON-APODERADO GESTION NO INTE;7831
A38009619;LANCER TEXTILES, S.A.;2016-08-31;1998-01-01;TEXTIL Y CALZADO;Comercio al por menor de textiles en establecimientos especializados;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL CANARIAS;SANTA CRUZ DE TENERIFE - P.WEYLER;369
A38433009;SEGUMA SEGURIDAD Y VIGILANCIA S.A;2016-08-31;1996-10-01;SERVICIOS A EMPRESAS;Actividades de seguridad privada;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID CENTRO;MADRID, GRAN VIA, 47;7110
A41017856;VIMAC, S.A.;2016-08-31;1995-04-08;CONSTRUCCIÓN;Otras instalaciones en obras de construcción;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL EMPRESAS SUR;SEVILLA - OFICINA EMPRESAS;5094
A41072356;MONTAJES Y RECUBRIMIENTOS, S.A.;2016-08-31;1986-04-04;CONSTRUCCIÓN;Construcción de cubiertas;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Minorista;Minorista MP;T.SUR;DIRECCION REGIONAL ANDALUCIA OCCIDENTAL;SEVILLA, VIRGEN DE LUJAN, 37;7421
A41203951;GAJI, S.A.;2016-08-31;1987-04-21;BIENES DE CONSUMO;Comercio al por mayor de otros artículos de uso doméstico;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL ANDALUCIA OCCIDENTAL;SEVILLA OP;225
A43001684;INDUSTRIAS JUAN BUSQUETS CRUSAT, S.A.;2016-08-31;1987-07-14;ALIMENTACIÓN Y BEBIDAS;Fabricación de maquinaria agraria y forestal;Sin Grupo de Riesgo;;SIN ALERTA;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL EMPRESAS CATALUNYA;TARRAGONA-(BE);87
A43002450;INDUSTRIAS RODRIGUEZ, S.A.;2016-08-31;1982-06-25;ALIMENTACIÓN Y BEBIDAS;Fabricación de cacao, chocolate y productos de confitería;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL EMPRESAS CATALUNYA;TARRAGONA-(BE);5129
A43008424;INVALL,S.A.;2016-08-31;1992-07-30;CONSTRUCCIÓN;Servicios técnicos de arquitectura;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL TARRAGONA;REUS- PLAÇA PRIM;194
A43022839;PROCOBER, S.A.;2016-08-31;1976-02-18;ALIMENTACIÓN Y BEBIDAS;Comercio al por mayor de productos lácteos, huevos, aceites y grasas comestibles;Sin Grupo de Riesgo;2016-08-30;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL TARRAGONA;(CARTERA) DO9  - DO9 -DIRECTOR OFICINA (SAC);130
A43043355;TALLERES ROMAR, S.A.;2016-08-31;1981-12-22;AUTOMOCIÓN;Mantenimiento y reparación de vehículos de motor;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL TARRAGONA;TARRAGONA - P.MARTELL;5258
A43051432;ASERRADERO FONTOVA, S.A.;2016-08-31;1983-06-29;PAPEL Y MADERA;Aserrado y cepillado de la madera;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL TARRAGONA;(CARTERA) DO9  - DO9 -DIRECTOR OFICINA (SAC);104
A43069160;TRANSPORTES HERMANOS BATET,S.A.;2016-08-31;1986-04-21;TRANSPORTE;Transporte de mercancías por carretera;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL TARRAGONA;(CARTERA) DO   - DO  -DIRECTOR OFICINA;104
A43095322;FERRETERIA INDUSTRIAL SANTIAGO VALLVE, S.A.;2016-08-31;1986-12-10;METALURGIA;Comercio al por mayor de ferretería, fontanería y calefacción;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL TARRAGONA;TARRAGONA - P.MARTELL;5258
A43120120;FERNAN'S, S.A.;2016-08-31;1988-03-25;BIENES DE CONSUMO;Comercio al por menor de productos cosméticos e higiénicos en establecimientos especializados;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL TARRAGONA;SALOU OP;169
A43124247;CENTRE TECNIC DEL GAS,S.A.;2016-08-31;1995-11-22;CONSTRUCCIÓN;Fontanería, instalaciones de sistemas de calefacción y aire acondicionado;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL TARRAGONA;TARRAGONA - P.MARTELL;5258
A43225119;BERGADA TORRES, S.A.;2016-08-31;1989-08-11;SERVICIOS A EMPRESAS;Otras actividades de apoyo a las empresas n.c.o.p.;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL EMPRESAS CATALUNYA;MARTORELL B.E.;37
A43238534;LOS CUYANOS S.A.;2016-08-31;1990-05-29;BIENES DE CONSUMO;Otro comercio al por menor de artículos nuevos en establecimientos especializados;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL TARRAGONA;SALOU OP;169
A43421304;DIMAFLEX, S.A.;2016-08-31;1994-07-11;METALURGIA;Otras industrias manufactureras n.c.o.p.;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL TARRAGONA;VALLS;104
A43473925;TOTAL PANEL SYSTEM, SA;2016-08-31;1996-03-11;QUIMICA;Fabricación de otros productos de plástico;Sin Grupo de Riesgo;2016-08-30;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL EMPRESAS CATALUNYA;BARCELONA - SARRIA (B.E.);5084
A43685882;INDUSTRIAS PARA LA DECORACION DEL VIDRIO GLASSDECOR S.A;2016-08-31;2002-07-12;CONSTRUCCIÓN;Fabricación y manipulado de otro vidrio, incluido el vidrio técnico;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL ARAGON;BINEFAR;7223
A43732197;QUERCUS EMPRESA PAISATJISTICA SA.;2016-08-31;2003-10-01;ALIMENTACIÓN Y BEBIDAS;Otros cultivos no perennes;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL TARRAGONA;TARRAGONA AG. UNIO;164
A43804624;TARRACO ALUBAN, S.A;2016-08-31;2005-05-04;METALURGIA;Fabricación de carpintería metálica;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL TARRAGONA;TARRAGONA, RB NOVA;1568
A45076197;CARLOS Y FERNANDO S.A.;2016-08-31;1988-08-08;AUTOMOCIÓN;Venta de automóviles y vehículos de motor ligeros;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL CASTILLA LA MANCHA;TOLEDO;7171
A46041711;BECSA, S.A.;2016-08-31;1970-01-15;CONSTRUCCIÓN;Construcción de edificios residenciales;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL EMPRESAS ESTE;CASTELLON-(BE);5181
A46076485;FOMENTO DE INVERSIONES CISNEROS SA;2016-08-31;1974-01-25;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.VALENCIA CENTRO;VALENCIA - GRAL.URRUTIA;5408
A46076873;DURANTIA INFRAESTRUCTURAS, S.A.;2016-08-31;1974-12-30;CONSTRUCCIÓN;Construcción de edificios residenciales;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL EMPRESAS ESTE;CASTELLON-(BE);5181
A46329355;MUNDIMOLD S.A.;2016-08-31;1986-03-11;METALURGIA;Ingeniería mecánica por cuenta de terceros;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.VALENCIA CENTRO;VALENCIA O.P.;145
A47008602;GOVAL, S.A.;2016-08-31;1971-02-16;METALURGIA;Fabricación de estructuras metálicas y sus componentes;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL CASTILLA;VALLADOLID O.P.;7130
A48014021;ELECTROTECNICA ARTECHE HERMANOS, S.A.;2016-08-31;1946-12-30;METALURGIA;Fabricación de aparatos de distribución y control eléctrico;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL EMPRESAS NORTE;BILBAO - OFICINA EMPRESAS;5095
A48070072;OBRAS Y DRAGADOS ALDAMIZ, S.A.;2016-08-31;1974-04-19;CONSTRUCCIÓN;Construcción de otros proyectos de ingeniería civil n.c.o.p.;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL BILBAO Y VIZCAYA ESTE;ERANDIO-GOIKOA;4225
A48088702;PANADERIA JUANITA SA;2016-08-31;1978-04-17;ALIMENTACIÓN Y BEBIDAS;Fabricación de pan y de productos frescos de panadería y pastelería;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL BILBAO Y VIZCAYA ESTE;PORTUGALETE;5372
A48162903;SERVICIOS CARNICOS ALONSO SA;2016-08-31;1985-01-01;ALIMENTACIÓN Y BEBIDAS;Comercio al por mayor de carne y productos cárnicos;Sin Grupo de Riesgo;2016-08-30;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL BILBAO Y VIZCAYA ESTE;(CARTERA) DO9  - DO9 -DIRECTOR OFICINA (SAC);4207
A50027812;ARIÑO DUGLASS SA;2016-08-31;1973-06-26;CONSTRUCCIÓN;Fabricación de vidrio plano;Sin Grupo de Riesgo;2016-08-30;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL EMPRESAS NORTE;ZARAGOZA - BANCA EMPRESAS;5081
A50106657;EL TURRULLON S.A.;2016-08-31;1985-01-15;ALIMENTACIÓN Y BEBIDAS;Actividades de apoyo a la ganadería;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Minorista;Minorista MP;T.NORTE;DIRECCION REGIONAL ARAGON;(CARTERA) APN9 - APN9-APODERADO GEST NO INTEGRA;7210
A50152420;NEUMATICOS J.M. MARTINEZ, S.A.;2016-08-31;1986-06-13;AUTOMOCIÓN;Fabricación de otros componentes, piezas y accesorios para vehículos de motor;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL ARAGON;ZARAGOZA AG. DELICIAS;7213
A50401090;ESTANCIAS TOURS SA;2016-08-31;1990-11-09;TURISMO, HOSTELERÍA Y OCIO;Otros servicios personales n.c.o.p.;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL ARAGON;ZARAGOZA AG. DELICIAS;363
A50514660;TEULADES S.A.;2016-08-31;2005-01-26;CONSTRUCCIÓN;Otras instalaciones en obras de construcción;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL ARAGON;(CARTERA) API9 - API9-APODERADO GESTION INTEGRA;170
A50702497;INVERGEST INVERSION Y GESTION DE ACTIVOS INMOBILIARIOS S.A.;2016-08-31;1997-01-21;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL ARAGON;MONZON;7220
A57284440;SON SERVERA SEGLE XXI SA;2016-08-31;2000-01-01;AAPP;Actividades generales de la Administración Pública;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.BALEARES NORTE;ARTÀ;1416
A58009549;REPRO-MON S.A;2016-08-31;1985-05-23;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;(CARTERA) DO9  - DO9 -DIRECTOR OFICINA (SAC);34
A58013194;FLOP CASSUAL, S.A.;2016-08-31;1985-06-11;TEXTIL Y CALZADO;Confección de otras prendas de vestir exteriores;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL O.P.;900
A58028523;TECNOTEAM, S.A.;2016-08-31;1985-10-24;METALURGIA;Fabricación de otra maquinaria para usos específicos n.c.o.p.;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL O.P.;900
A58041237;CONSTRUTECNO SA;2016-08-31;1985-08-23;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL PENEDES - GARRAF;(CARTERA) DO9  - DO9 -DIRECTOR OFICINA (SAC);1611
A58043795;EQUIPOS AUXILIARES, S.A.;2016-08-31;1985-08-31;AUTOMOCIÓN;Fabricación de otros componentes, piezas y accesorios para vehículos de motor;Sin Grupo de Riesgo;2016-08-30;ROJA;SI;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL EMPRESAS CATALUNYA;EL PRAT DE LLOBREGAT - OFICINA EMPRESES;10
A58057258;EXICOM INTERNACIONAL,S.A.;2016-08-31;1985-11-07;BIENES DE CONSUMO;Comercio al por mayor de aparatos electrodomésticos;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL AG. PL. CATALUNYA;52
A58064684;CONFECCIONES RAMS,S.A.;2016-08-31;1985-10-31;TEXTIL Y CALZADO;Comercio al por mayor de prendas de vestir y calzado;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;(CARTERA) APON - APON-APODERADO GESTION NO INTE;5
A58069345;TREFAL, S.A.;2016-08-31;1985-11-27;METALURGIA;Fundición de otros metales no férreos;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;PALAU-SOLITA I PLEGAMANS;60
A58077249;CRUMA MATERIAL DE LABORATORIO,S.A.;2016-08-31;1985-12-13;METALURGIA;Fabricación de maquinaria para la industria metalúrgica;Sin Grupo de Riesgo;2016-08-30;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;EL PRAT DE LLOBREGAT O.P.;10
A58077611;ARVENSE S.A;2016-08-31;1985-11-26;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Sin Grupo de Riesgo;2016-08-30;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) DO9  - DO9 -DIRECTOR OFICINA (SAC);52
A58083288;PLUS POWER, S.A.;2016-08-31;1992-02-13;AUTOMOCIÓN;Comercio al por mayor de repuestos y accesorios de vehículos de motor;Sin Grupo de Riesgo;2016-08-30;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT NORD - ANOIA;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);323
A58092651;SABADELL DISEÑO, S.A.;2016-08-31;1986-01-25;TEXTIL Y CALZADO;Fabricación de tejidos textiles;Sin Grupo de Riesgo;;SIN ALERTA;SI;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL O.P.;900
A58092677;NOVETATS FRA-FER, S.A.;2016-08-31;1985-12-19;TEXTIL Y CALZADO;Comercio al por mayor de prendas de vestir y calzado;Sin Grupo de Riesgo;2016-08-30;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;SABADELL AG. CREU BARBERA;26
A58095720;LEONART MOTORS, S.A.;2016-08-31;1985-11-06;AUTOMOCIÓN;Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL MARESME - BADALONA;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;36
A58106261;COMERCIAL FORRELLAT, S.A.;2016-08-31;1986-03-12;CONSTRUCCIÓN;Comercio al por mayor de otra maquinaria y equipo;Sin Grupo de Riesgo;2016-08-30;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES OCCIDENTAL;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;900
