ID_IDEFISC;NOMBRE;ID_FCH_DATOS;FECHA_NACIMIENTO;Sector;CNAE;CNAE_2;CNAE_NUM;NOM_GRUP;FECHA_HATS;ALERTA_HATS;CONCURSAL;RECIENTE_CREACION;SEGMENTO_GESTION;SUBSEGMENTO_GESTION;DE_CORTA_TERRITORIAL_GEST;NOMBRE_REGIONAL_GEST;NOMBRE_CENTRO_GEST;OFICINA
A81356313;UNITRONICS COMUNICACIONES S.A.;31/08/2016;12/01/1996;TELECOMUNICACIONES;Fabricación de equipos de telecomunicaciones;Fabricación de productos informáticos, electrónicos y ópticos;17;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL EMPRESAS CENTRO;MADRID-CUZCO-(BE);5136
A81758542;CONSULTORES INDEPENDIENTES EN GESTION RECURSOS NATURALES SA;31/08/2016;01/07/1997;SERVICIOS A EMPRESAS;Otra investigación y desarrollo experimental en ciencias naturales y técnicas;Investigación y desarrollo;47;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID OESTE;MADRID - ALONSO CANO;4212
A81815326;CENTRO MEDICO MONFORTE-VAGUADA S.A.;31/08/2016;17/10/1997;EDUCACIÓN, SANIDAD Y SERVIC;Actividades de medicina general;Actividades sanitarias;56;Sin Grupo de Riesgo;30/08/2016;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID NORTE;(CARTERA) DO   - DO  -DIRECTOR OFICINA;361
A81903452;ALFERGLASS.S.A.;31/08/2016;09/01/1998;CONSTRUCCIÓN;Manipulado y transformación de vidrio plano;Fabricación de otros productos minerales no metálicos;14;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID SUR;GETAFE - O.P.;570
A82134651;RENTA VITALICIA 16 ,S.A.;31/08/2016;20/10/1998;EDUCACIÓN, SANIDAD Y SERVIC;Otras actividades asociativas n.c.o.p.;Actividades asociativas;60;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID OESTE;(CARTERA) DO   - DO  -DIRECTOR OFICINA;469
A82136441;EUROCOM BROADCAST, S.A.;31/08/2016;15/10/1998;METALURGIA;Comercio al por mayor de equipos electrónicos y de telecomunicaciones y sus componentes;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID NORTE;(CARTERA) DO   - DO  -DIRECTOR OFICINA;7112
A82309394;TECNICAS IBERICAS DE ALIMENTACION ANIMAL, S.A.;31/08/2016;17/06/1999;ALIMENTACIÓN Y BEBIDAS;Actividades de apoyo a la ganadería;Agricultura, ganadería, caza y servicios relacionados con las mismas;1;Sin Grupo de Riesgo;30/08/2016;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID ESTE;MADRID-BARAJAS;431
A82512138;FACTORVERDE SA;31/08/2016;11/01/2000;CONSTRUCCIÓN;Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico;"Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos";46;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID OESTE;POZUELO DE ALARCON - ESTACION;4244
A82617374;2010 FLORIDA INMUEBLES S.A.;31/08/2016;10/03/2000;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL CASTILLA;VALLADOLID -DUQUE DE LA VICTORIA;4324
A82632332;IBEREOLICA LUBIAN S.A.U;31/08/2016;22/03/2000;UTILITIES;Producción de energía eléctrica de otros tipos;Suministro de energía eléctrica, gas, vapor y aire acondicionado;24;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Corporativa;Empresas de Corporativa;D.B.CORPORATIVA;ZONA GLOBAL BANKERS;ENERGIA Y UTILITIES;901
A82944745;VARLION ESPAÑA,S.A.;31/08/2016;29/03/2001;BIENES DE CONSUMO;Comercio al por mayor de otros artículos de uso doméstico;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID ESTE;PARACUELLOS DEL JARAMA;5378
A83776781;VOLADURAS DEMOLICIONES Y DESGUACES SA;31/08/2016;12/12/2003;CONSTRUCCIÓN;Demolición;Actividades de construcción especializada;27;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID OESTE;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;98
A83934695;ALUGRUP EXTRUSION S.A;31/08/2016;13/02/2004;METALURGIA;Producción de aluminio;"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones";15;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL VALLES ORIENTAL - OSONA;PALAU-SOLITA I PLEGAMANS;60
A84355742;QOHELET SOLAR S.A.;31/08/2016;20/05/2005;UTILITIES;Producción de energía eléctrica de origen térmico convencional;Suministro de energía eléctrica, gas, vapor y aire acondicionado;24;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID NORTE;MADRID - VENTISQUERO DE LA CONDESA;5732
A84423706;MADERAS DEL CAUCASO S.A.;31/08/2016;28/07/2005;PAPEL Y MADERA;Fabricación de otras estructuras de madera y piezas de carpintería y ebanistería para la construcció;"Industria de la madera y del corcho, excepto muebles; cestería y espartería";7;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID NORTE;URB. GRAL.YAGUE;4197
A84935543;FLIGHTECH SYSTEMS EUROPE SA;31/08/2016;20/12/2006;CONSTRUCCIÓN;Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico;"Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos";46;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID CENTRO;MADRID AG. PUERTA DE ALCALA;658
A85192995;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE TORREJON DE ARDO;31/08/2016;01/10/2007;AAPP;Actividades generales de la Administración Pública;"Administración Pública y defensa; Seguridad Social obligatoria";54;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID ESTE;TORREJON DE ARDOZ-ENMEDIO;7126
A85216877;ILB HELIOS SPAIN S.A.;31/08/2016;11/09/2007;CONSTRUCCIÓN;Instalaciones eléctricas;Actividades de construcción especializada;27;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID ESTE;(CARTERA) APN9 - APN9-APODERADO GEST NO INTEGRA;134
A85829281;INTOR CONCESIONES SA;31/08/2016;24/11/2009;CONSTRUCCIÓN;Otras actividades de construcción especializada n.c.o.p.;Actividades de construcción especializada;27;Sin Grupo de Riesgo;30/08/2016;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL CASTILLA;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);7830
A86349859;RETELEC SYSTEM, S.A.;31/08/2016;02/12/2011;BIENES DE CONSUMO;Reparación de otros equipos;Reparación e instalación de maquinaria y equipo;23;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID OESTE;(CARTERA) DO   - DO  -DIRECTOR OFICINA;216
A91137224;MATADERO DE LA SIERRA MORENA S.A;31/08/2016;27/04/2001;ALIMENTACIÓN Y BEBIDAS;Elaboración de productos cárnicos y de volatería;Industria de la alimentación;5;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL EMPRESAS SUR;JERE DE LA FRONTERA-(BE);5103
A96488887;TECNICAS Y TRATAMIENTOS MEDIOAMBIENTALES S.A.;31/08/2016;17/11/1995;EDUCACIÓN, SANIDAD Y SERVIC;Recogida de residuos no peligrosos;"Recogida, tratamiento y eliminación de residuos; valorización";26;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL EMPRESAS ESTE;CASTELLON-(BE);5181
B01113679;BEISMAR S.L.;31/08/2016;10/05/1991;FINANCIERAS;Actividades de las sociedades holding;Servicios financieros, excepto seguros y fondos de pensiones;41;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL VIZCAYA OESTE, ALAVA Y CANTABRI;VITORIA-GASTEIZ, AV. GASTEIZ, 57;7531
B01139096;OLLAVARRE S.L.;31/08/2016;24/05/1993;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL TARRAGONA;TARRAGONA AG. UNIO;164
B01192384;JUAN ADRIAN BUENO STUDIO S L;31/08/2016;22/12/1995;CONSTRUCCIÓN;Servicios técnicos de arquitectura;"Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos";46;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL VIZCAYA OESTE, ALAVA Y CANTABRI;VITORIA-GASTEIZ OP;5565
B01212174;ORBILEN, S.L.;31/08/2016;22/05/1996;CONSTRUCCIÓN;Servicios técnicos de arquitectura;"Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos";46;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Minorista;Minorista MP;T.CATALUNYA;DIRECCION REGIONAL BAIX LLOBREGAT SUD;EL PRAT DE LLOBREGAT O.P.;10
B01420082;INVERSIONES SAMIAC 17 SOCIEDAD LIMITADA;31/08/2016;21/02/2007;UTILITIES;Producción de energía eléctrica de otros tipos;Suministro de energía eléctrica, gas, vapor y aire acondicionado;24;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONA CENTRE;BARCELONA, DIAGONAL - RAMBLA CATALUNYA;4199
B01420165;INVERSIONES SAMIAC 30 SOCIEDAD LIMITADA;31/08/2016;21/02/2007;UTILITIES;Producción de energía eléctrica de otros tipos;Suministro de energía eléctrica, gas, vapor y aire acondicionado;24;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL VIZCAYA OESTE, ALAVA Y CANTABRI;LAS ARENAS-GETXO;5565
B01467794;MEDIALAN GROUP 2009 SOCIEDAD LIMITADA.;31/08/2016;08/02/2010;TURISMO, HOSTELERÍA Y OCIO;Actividades de postproducción cinematográfica, de vídeo y de programas de televisión;Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical;38;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.NORTE;DIRECCION REGIONAL BILBAO Y VIZCAYA ESTE;GALDAKAO;5641
B02061323;HIJOS DE JOSE SIVO, S L;31/08/2016;29/01/1988;METALURGIA;Fabricación de carpintería metálica;Fabricación de productos metálicos, excepto maquinaria y equipo;16;Sin Grupo de Riesgo;30/08/2016;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL CASTILLA LA MANCHA;CAUDETE;1018
B02223634;CASTANEDA Y REYES SOCIEDAD LIMITADA.;31/08/2016;27/11/1995;TURISMO, HOSTELERÍA Y OCIO;Restaurantes y puestos de comidas;Servicios de comidas y bebidas;36;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL CASTILLA LA MANCHA;ALBACETE OP;250
B02225605;INVERALIANCE, S.L.;31/08/2016;24/01/1996;SERVICIOS A EMPRESAS;Relaciones públicas y comunicación;"Actividades de las sedes centrales; actividades de consultoría de gestión empresarial";45;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL CASTILLA LA MANCHA;ALBACETE, AV. ISABEL LA CATOLICA;7381
B02365682;LOGISTICA Y ASESORIA DE CONST. CEINDO, S.L.;31/08/2016;10/02/2004;SERVICIOS A EMPRESAS;Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal;Actividades jurídicas y de contabilidad;45;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID ESTE;MADRID-BARAJAS;431
B02379477;PIEDRA FOSIL HELLIN SL;31/08/2016;29/10/2004;CONSTRUCCIÓN;Extracción de piedra ornamental y para la construcción, piedra caliza, yeso, creta y pizarra;Otras industrias extractivas;4;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL MURCIA CENTRO;ALGEZARES;1094
B02481570;ALESA RENT, S.L.;31/08/2016;29/12/2008;AUTOMOCIÓN;Alquiler de automóviles y vehículos de motor ligeros;Actividades de alquiler;50;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL CASTILLA LA MANCHA;ALBACETE OP;250
B02512697;CONSULTORES EN SEGUROS 3000 AB, S.L.;31/08/2016;15/02/2011;FINANCIERAS;Actividades de agentes y corredores de seguros;Actividades auxiliares a los servicios financieros y a los seguros;43;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL CASTILLA LA MANCHA;ALBACETE OP;250
B03082443;CERAMICA TORREGROSA, S L;31/08/2016;03/06/1980;CONSTRUCCIÓN;Fabricación de azulejos y baldosas de cerámica;Fabricación de otros productos minerales no metálicos;14;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL ELCHE;AGOST;1367
B03186319;HNOS. BENEIT & TACOHORMA, S.L.;31/08/2016;07/11/1997;QUIMICA;Fabricación de otros productos de plástico;Fabricación de productos de caucho y plásticos;13;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL ALCOY VINALOPO;(CARTERA) GPYM - GPYM-DIRECTOR DE PYME;286
B03197928;EXPOPLASTI, S L;31/08/2016;19/12/1985;QUIMICA;Fabricación de otros productos de plástico;Fabricación de productos de caucho y plásticos;13;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL ALCOY VINALOPO;IBI-AV. JUAN CARLOS I;5209
B03363801;COMERCIAL AGRICOLA HORADADA SL;31/08/2016;19/12/1989;ALIMENTACIÓN Y BEBIDAS;Comercio al por mayor de flores y plantas;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Minorista;Minorista MP;T.ESTE;DIRECCION REGIONAL ORIHUELA - VEGA BAJA;PILAR DE LA HORADADA, OP;1438
B03431053;ROCO EXPORT, S.L.;31/08/2016;18/09/1999;TEXTIL Y CALZADO;Fabricación de calzado;Industria del cuero y del calzado;6;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL ELCHE;ELX - GABRIEL MIRO;465
B03467412;DINAMIC STYL S.L.;31/08/2016;20/11/1989;TEXTIL Y CALZADO;Fabricación de tejidos textiles;Industria textil;6;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Minorista;Minorista MP;T.ESTE;DIRECCION REGIONAL ALCOY VINALOPO;ALCOI;267
B03702495;IMGOBLA, S L;31/08/2016;09/01/2006;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL ALCOY VINALOPO;ALCOI;267
B03761822;DIDALCOY, S L;31/08/2016;01/04/1997;SERVICIOS A EMPRESAS;Otras actividades profesionales, científicas y técnicas n.c.o.p.;Otras actividades profesionales, científicas y técnicas;49;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL ALCOY VINALOPO;ALCOY, PASEO ALAMEDA;1467
B03851136;AMAT GIL, S L;31/08/2016;22/04/1993;SERVICIOS A EMPRESAS;Relaciones públicas y comunicación;"Actividades de las sedes centrales; actividades de consultoría de gestión empresarial";45;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL ALCOY VINALOPO;ELDA - PADRE MANJON;1494
B03867363;PANADERIA BARDISA-PEREZ S.L.;31/08/2016;07/07/1993;ALIMENTACIÓN Y BEBIDAS;Fabricación de pan y de productos frescos de panadería y pastelería;Industria de la alimentación;5;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL ALICANTE CENTRO;SANT VICENT DELS RASPEIG, AV. DE ALICANTE;1234
B03904752;ELECTRODOMESTICOS MUNOZ ESPINOSA SL;31/08/2016;01/11/1990;BIENES DE CONSUMO;Intermediarios del comercio de muebles, artículos para el hogar y ferretería;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL ORIHUELA - VEGA BAJA;TORREVIEJA, OP;1444
B03916749;REHABITEHOGAR, S.L.;31/08/2016;19/02/1994;CONSTRUCCIÓN;Comercio al por mayor de otra maquinaria y equipo;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL ALCOY VINALOPO;ELDA, GRAN AVENIDA;1376
B03956364;AROLGAES, SL;31/08/2016;14/04/1997;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL ALCOY VINALOPO;ALCOI;267
B03979077;CENTRO OFTALMOLOGICO ALTEA S.L.;31/08/2016;18/11/1994;EDUCACIÓN, SANIDAD Y SERVIC;Actividades de medicina general;Actividades sanitarias;56;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.MARINA BAIXA;ALTEA, OP;1025
B03986593;LEVANTINA DE FLOK, S.L.;31/08/2016;07/01/1995;METALURGIA;Fabricación de otros productos textiles de uso técnico e industrial;Industria textil;6;Sin Grupo de Riesgo;30/08/2016;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL ALCOY VINALOPO;(CARTERA) DO   - DO  -DIRECTOR OFICINA;267
B04179792;INDUSTRIAS AGRICOLAS DEL ALMANZORA SL;31/08/2016;20/01/1993;ALIMENTACIÓN Y BEBIDAS;Comercio al por mayor de frutas y hortalizas;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL ANDALUCIA ORIENTAL;ALMERIA;625
B04271839;ORODAMI ALMERIA, S L;31/08/2016;04/06/1997;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL CARTAGENA / LORCA;ALHAMA DE MURCIA;1162
B04380408;AGRO EXOTIC S.L.;31/08/2016;09/03/2001;ALIMENTACIÓN Y BEBIDAS;Otro procesado y conservación de frutas y hortalizas;Industria de la alimentación;5;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL EMPRESAS SUR;GRANADA B.E.;4334
B04418422;MEMIFEL, S.L.;31/08/2016;07/06/2002;CONSTRUCCIÓN;Otras instalaciones en obras de construcción;Actividades de construcción especializada;27;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL ANDALUCIA ORIENTAL;(CARTERA) GPM9 - GPM9-DIRECTOR DE PYME (SAC);625
B04488680;HOLDING FAMILIAR FERRER MULAS S.L;31/08/2016;15/06/2004;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;AMARILLA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIRECCION REGIONAL CARTAGENA / LORCA;(CARTERA) DO   - DO  -DIRECTOR OFICINA;1022
B04601514;PROYECTOS IBAÑEZ Y MARTINEZ S.L;31/08/2016;14/03/2007;INVERSIONES INMOBILIARIAS;Compraventa de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL ANDALUCIA ORIENTAL;EL EJIDO;7496
B04767679;COMPAÑIA OPTIMIZACION RESIDUOS DE ALMERIA SL;31/08/2016;13/05/2013;QUIMICA;Fabricación de otros productos de plástico;Fabricación de productos de caucho y plásticos;13;Sin Grupo de Riesgo;30/08/2016;ROJA;SI;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL ANDALUCIA OCCIDENTAL;BADAJOZ, VILLANUEVA;7850
B05180476;AVICOLA REDONDO S.L.;31/08/2016;10/10/2000;ALIMENTACIÓN Y BEBIDAS;Avicultura;Agricultura, ganadería, caza y servicios relacionados con las mismas;1;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL CASTILLA;AVILA;663
B06111868;PROFODE SL;31/08/2016;01/01/1981;CONSTRUCCIÓN;Construcción de edificios no residenciales;Construcción de edificios;27;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL ANDALUCIA OCCIDENTAL;MERIDA;7851
B06213342;VILLEGAS PUERTO S.L.;31/08/2016;30/09/1994;TURISMO, HOSTELERÍA Y OCIO;Actividades de exhibición cinematográfica;Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical;38;Sin Grupo de Riesgo;30/08/2016;VERDE;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL CASTILLA;ARANDA DE DUERO;5579
B06256036;FRUTOS SECOS KOKE'S, S.L.;31/08/2016;10/12/1996;ALIMENTACIÓN Y BEBIDAS;Comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;29;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL ANDALUCIA OCCIDENTAL;BADAJOZ, VILLANUEVA;7850
B06295695;EXPLOTACIONES GANADERAS GALAN SL;31/08/2016;04/12/1998;ALIMENTACIÓN Y BEBIDAS;Explotación de ganado porcino;Agricultura, ganadería, caza y servicios relacionados con las mismas;1;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL EMPRESAS CATALUNYA;BARCELONA - SARRIA (B.E.);5084
B06303713;AGRICOLA LA LLAVE S L;31/08/2016;06/04/1999;ALIMENTACIÓN Y BEBIDAS;Propagación de plantas;Agricultura, ganadería, caza y servicios relacionados con las mismas;1;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.SUR;DIRECCION REGIONAL ANDALUCIA OCCIDENTAL;SEVILLA, SANTO TOMAS, 15;7420
B06411391;AMBENE DESARROLLOS ENERGETICOS SOSTENIBLES S.L;31/08/2016;10/12/2003;UTILITIES;Producción de energía eléctrica de otros tipos;Suministro de energía eléctrica, gas, vapor y aire acondicionado;24;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CATALUNYA;DIRECCION REGIONAL BARCELONA CENTRE;BARCELONA AG. MERCAT DE SANT ANTONI;93
B07108889;ESCUELA DE TURISMO DE BALEARES SL;31/08/2016;23/12/1982;EDUCACIÓN, SANIDAD Y SERVIC;Otra educación n.c.o.p.;Educación;55;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.BALEARES SUR;PALMA DE MALLORCA, PÇ. DEL ROSARI;1551
B07135452;PROMOCIONES BUFI S.L.;31/08/2016;11/07/1997;TURISMO, HOSTELERÍA Y OCIO;Hoteles y alojamientos similares;Servicios de alojamiento;36;Sin Grupo de Riesgo;;SIN ALERTA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.BALEARES SUR;SANT ANTONI DE PORTMANY;7039
B07311467;CORDON PRESS S.L.;31/08/2016;30/03/1990;TELECOMUNICACIONES;Actividades de las agencias de noticias;Servicios de información;40;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.CENTRO;DIRECCION REGIONAL MADRID OESTE;MADRID AG. SAGASTA;575
B07481740;SES PLANES, S.L.;31/08/2016;13/11/1990;INVERSIONES INMOBILIARIAS;Alquiler de bienes inmobiliarios por cuenta propia;Actividades inmobiliarias;44;Sin Grupo de Riesgo;30/08/2016;ROJA;NO;NO;Empresas;Empresas de Red Comercial;T.ESTE;DIR.REG.BALEARES SUR;PALMA DE MALLORCA AG. JAUME III,22;207
